secret_word,starting_word,game_result,guess_num,guess_word,feedback,entropy_score,possibilities_before_guess,possibilities_after_filter
tacit,crane,4 guesses,4,tacit,GGGGG,0.0,1,1
tacky,crane,4 guesses,1,crane,YBYBB,-1.0,2315,32
tacky,crane,4 guesses,2,match,BGYYB,3.7264097655573916,32,3
tacky,crane,4 guesses,3,cacti,BGGYB,1.5849625007211559,3,1
tacky,crane,4 guesses,4,tacky,GGGGG,0.0,1,1
taffy,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
taffy,crane,4 guesses,2,pilot,BBBBY,4.938599566165265,143,8
taffy,crane,4 guesses,3,batty,BGYBG,2.75,8,1
taffy,crane,4 guesses,4,taffy,GGGGG,0.0,1,1
taint,crane,3 guesses,1,crane,BBYGB,-1.0,2315,18
taint,crane,3 guesses,2,faint,BGGGY,2.7471671973069336,18,1
taint,crane,3 guesses,3,taint,GGGGG,0.0,1,1
taken,crane,4 guesses,1,crane,BBYYY,-1.0,2315,21
taken,crane,4 guesses,2,laden,BGBGG,3.630412660873998,21,4
taken,crane,4 guesses,3,oaken,BGGGG,1.5,4,1
taken,crane,4 guesses,4,taken,GGGGG,0.0,1,1
taker,crane,3 guesses,1,crane,BYYBY,-1.0,2315,51
taker,crane,3 guesses,2,later,BGYGG,3.8551128265185364,51,3
taker,crane,3 guesses,3,taker,GGGGG,0.9182958340544893,3,1
tally,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
tally,crane,4 guesses,2,pilot,BBYBY,4.938599566165265,143,3
tally,crane,4 guesses,3,fatal,BGYBY,1.5849625007211559,3,1
tally,crane,4 guesses,4,tally,GGGGG,0.0,1,1
talon,crane,2 guesses,1,crane,BBYYB,-1.0,2315,50
talon,crane,2 guesses,2,talon,GGGGG,4.358242691024846,50,1
tamer,crane,4 guesses,1,crane,BYYBY,-1.0,2315,51
tamer,crane,4 guesses,2,later,BGYGG,3.8551128265185364,51,3
tamer,crane,4 guesses,3,taker,GGBGG,0.9182958340544893,3,2
tamer,crane,4 guesses,4,tamer,GGGGG,1.0,2,1
tango,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
tango,crane,3 guesses,2,talon,GGBYY,4.358242691024846,50,1
tango,crane,3 guesses,3,tango,GGGGG,0.0,1,1
tangy,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
tangy,crane,3 guesses,2,talon,GGBBY,4.358242691024846,50,1
tangy,crane,3 guesses,3,tangy,GGGGG,0.0,1,1
taper,crane,5 guesses,1,crane,BYYBY,-1.0,2315,51
taper,crane,5 guesses,2,later,BGYGG,3.8551128265185364,51,3
taper,crane,5 guesses,3,taker,GGBGG,0.9182958340544893,3,2
taper,crane,5 guesses,4,tamer,GGBGG,1.0,2,1
taper,crane,5 guesses,5,taper,GGGGG,0.0,1,1
tapir,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
tapir,crane,4 guesses,2,lorry,BBYBB,4.36022985577874,76,9
tapir,crane,4 guesses,3,rabid,YGBGB,2.94770277922009,9,1
tapir,crane,4 guesses,4,tapir,GGGGG,0.0,1,1
tardy,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
tardy,crane,4 guesses,2,lorry,BBGBG,4.36022985577874,76,7
tardy,crane,4 guesses,3,party,BGGYG,2.807354922057604,7,1
tardy,crane,4 guesses,4,tardy,GGGGG,0.0,1,1
tarot,crane,3 guesses,1,crane,BYYBB,-1.0,2315,76
tarot,crane,3 guesses,2,lorry,BYGBB,4.36022985577874,76,1
tarot,crane,3 guesses,3,tarot,GGGGG,0.0,1,1
taste,crane,4 guesses,1,crane,BBYBG,-1.0,2315,54
taste,crane,4 guesses,2,basil,BGGBB,4.019876678613265,54,4
taste,crane,4 guesses,3,haste,BGGYG,1.5,4,1
taste,crane,4 guesses,4,taste,GGGGG,0.0,1,1
tasty,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
tasty,crane,4 guesses,2,pilot,BBBBY,4.938599566165265,143,8
tasty,crane,4 guesses,3,batty,BGYGG,2.75,8,2
tasty,crane,4 guesses,4,tasty,GGGGG,1.0,2,1
tatty,crane,5 guesses,1,crane,BBYBB,-1.0,2315,143
tatty,crane,5 guesses,2,pilot,BBBBY,4.938599566165265,143,8
tatty,crane,5 guesses,3,batty,BGYGG,2.75,8,2
tatty,crane,5 guesses,4,tasty,YGBGG,1.0,2,1
tatty,crane,5 guesses,5,tatty,GGGGG,0.0,1,1
taunt,crane,3 guesses,1,crane,BBYGB,-1.0,2315,18
taunt,crane,3 guesses,2,faint,BGBGY,2.7471671973069336,18,2
taunt,crane,3 guesses,3,taunt,GGGGG,1.0,2,1
tawny,crane,4 guesses,1,crane,BBYGB,-1.0,2315,18
tawny,crane,4 guesses,2,faint,BGBGY,2.7471671973069336,18,2
tawny,crane,4 guesses,3,taunt,GGBGB,1.0,2,1
tawny,crane,4 guesses,4,tawny,GGGGG,0.0,1,1
teach,crane,5 guesses,1,crane,YBGBY,-1.0,2315,6
teach,crane,5 guesses,2,peace,BGGGB,1.7924812503605778,6,3
teach,crane,5 guesses,3,beach,BGGGG,0.9182958340544893,3,2
teach,crane,5 guesses,4,leach,BGGGG,1.0,2,1
teach,crane,5 guesses,5,teach,GGGGG,0.0,1,1
teary,crane,3 guesses,1,crane,BYGBY,-1.0,2315,9
teary,crane,3 guesses,2,heard,BGGGB,2.419381945646371,9,3
teary,crane,3 guesses,3,teary,GGGGG,1.5849625007211559,3,1
tease,crane,3 guesses,1,crane,BBGBY,-1.0,2315,25
tease,crane,3 guesses,2,least,BYGGY,3.8030741894285685,25,1
tease,crane,3 guesses,3,tease,GGGGG,0.0,1,1
teddy,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
teddy,crane,4 guesses,2,sleet,BBYBY,5.40417109232179,153,13
teddy,crane,4 guesses,3,tepid,GGBBY,3.5465935642949384,13,1
teddy,crane,4 guesses,4,teddy,GGGGG,0.0,1,1
teeth,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
teeth,crane,4 guesses,2,sleet,BBYBY,5.40417109232179,153,13
teeth,crane,4 guesses,3,tepid,YYBBB,3.5465935642949384,13,1
teeth,crane,4 guesses,4,teeth,GGGGG,0.0,1,1
tempo,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
tempo,crane,4 guesses,2,sleet,BBYBY,5.40417109232179,153,13
tempo,crane,4 guesses,3,tepid,GGYBB,3.5465935642949384,13,1
tempo,crane,4 guesses,4,tempo,GGGGG,0.0,1,1
tenet,crane,4 guesses,1,crane,BBBYY,-1.0,2315,66
tenet,crane,4 guesses,2,solid,BBBBB,4.244592416871023,66,10
tenet,crane,4 guesses,3,venue,BYGBB,3.321928094887362,10,1
tenet,crane,4 guesses,4,tenet,GGGGG,0.0,1,1
tenor,crane,3 guesses,1,crane,BYBYY,-1.0,2315,29
tenor,crane,3 guesses,2,inter,BYYYG,3.6764409086968683,29,1
tenor,crane,3 guesses,3,tenor,GGGGG,0.0,1,1
tense,crane,4 guesses,1,crane,BBBYY,-1.0,2315,66
tense,crane,4 guesses,2,solid,YBBBB,4.244592416871023,66,4
tense,crane,4 guesses,3,sense,BGGGG,2.0,4,1
tense,crane,4 guesses,4,tense,GGGGG,0.0,1,1
tenth,crane,4 guesses,1,crane,BBBYY,-1.0,2315,66
tenth,crane,4 guesses,2,solid,BBBBB,4.244592416871023,66,10
tenth,crane,4 guesses,3,venue,BGGBB,3.321928094887362,10,1
tenth,crane,4 guesses,4,tenth,GGGGG,0.0,1,1
tepee,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
tepee,crane,4 guesses,2,sleet,BBYYY,5.40417109232179,153,2
tepee,crane,4 guesses,3,etude,YYBBY,1.0,2,1
tepee,crane,4 guesses,4,tepee,GGGGG,0.0,1,1
tepid,crane,3 guesses,1,crane,BBBBY,-1.0,2315,153
tepid,crane,3 guesses,2,sleet,BBYBY,5.40417109232179,153,13
tepid,crane,3 guesses,3,tepid,GGGGG,3.5465935642949384,13,1
terra,crane,4 guesses,1,crane,BYYBY,-1.0,2315,51
terra,crane,4 guesses,2,later,BYYYY,3.8551128265185364,51,2
terra,crane,4 guesses,3,avert,YBYYY,1.0,2,1
terra,crane,4 guesses,4,terra,GGGGG,0.0,1,1
terse,crane,4 guesses,1,crane,BYBBY,-1.0,2315,143
terse,crane,4 guesses,2,sever,YYBBY,4.260015006861911,143,2
terse,crane,4 guesses,3,reuse,YGBGG,1.0,2,1
terse,crane,4 guesses,4,terse,GGGGG,0.0,1,1
testy,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
testy,crane,4 guesses,2,sleet,YBYBY,5.40417109232179,153,6
testy,crane,4 guesses,3,pesto,BGGYB,2.584962500721156,6,1
testy,crane,4 guesses,4,testy,GGGGG,0.0,1,1
thank,crane,3 guesses,1,crane,BBGGB,-1.0,2315,16
thank,crane,3 guesses,2,stank,BYGGG,2.98345859334435,16,1
thank,crane,3 guesses,3,thank,GGGGG,0.0,1,1
theft,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
theft,crane,4 guesses,2,sleet,BBGBY,5.40417109232179,153,2
theft,crane,4 guesses,3,piety,BBGYB,1.0,2,1
theft,crane,4 guesses,4,theft,GGGGG,0.0,1,1
their,crane,3 guesses,1,crane,BYBBY,-1.0,2315,143
their,crane,3 guesses,2,sever,BYBBG,4.260015006861911,143,1
their,crane,3 guesses,3,their,GGGGG,0.0,1,1
theme,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
theme,crane,4 guesses,2,sleet,BBYBY,5.40417109232179,153,13
theme,crane,4 guesses,3,tepid,GYBBB,3.5465935642949384,13,1
theme,crane,4 guesses,4,theme,GGGGG,0.0,1,1
there,crane,4 guesses,1,crane,BYBBY,-1.0,2315,143
there,crane,4 guesses,2,sever,BYBYY,4.260015006861911,143,4
there,crane,4 guesses,3,exert,YBGGY,2.0,4,1
there,crane,4 guesses,4,there,GGGGG,0.0,1,1
these,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
these,crane,4 guesses,2,sleet,YBYBY,5.40417109232179,153,6
these,crane,4 guesses,3,pesto,BYYYB,2.584962500721156,6,1
these,crane,4 guesses,4,these,GGGGG,0.0,1,1
theta,crane,4 guesses,1,crane,BBYBY,-1.0,2315,48
theta,crane,4 guesses,2,petal,BYYYB,4.553508854797679,48,2
theta,crane,4 guesses,3,asset,YBBYY,1.0,2,1
theta,crane,4 guesses,4,theta,GGGGG,0.0,1,1
thick,crane,3 guesses,1,crane,YBBBB,-1.0,2315,65
thick,crane,3 guesses,2,touch,GBBGY,4.78038233682537,65,1
thick,crane,3 guesses,3,thick,GGGGG,0.0,1,1
thief,crane,3 guesses,1,crane,BBBBY,-1.0,2315,153
thief,crane,3 guesses,2,sleet,BBBGY,5.40417109232179,153,2
thief,crane,3 guesses,3,thief,GGGGG,1.0,2,1
thigh,crane,3 guesses,1,crane,BBBBB,-1.0,2315,263
thigh,crane,3 guesses,2,spilt,BBGBY,5.519877237961287,263,2
thigh,crane,3 guesses,3,thigh,GGGGG,1.0,2,1
thing,crane,3 guesses,1,crane,BBBGB,-1.0,2315,54
thing,crane,3 guesses,2,gusto,YBBYB,4.480924770321409,54,2
thing,crane,3 guesses,3,thing,GGGGG,1.0,2,1
think,crane,4 guesses,1,crane,BBBGB,-1.0,2315,54
think,crane,4 guesses,2,gusto,BBBYB,4.480924770321409,54,2
think,crane,4 guesses,3,flint,BBGGY,1.0,2,1
think,crane,4 guesses,4,think,GGGGG,0.0,1,1
third,crane,4 guesses,1,crane,BYBBB,-1.0,2315,91
third,crane,4 guesses,2,south,BBBYY,5.203287667886994,91,2
third,crane,4 guesses,3,right,YYBYY,1.0,2,1
third,crane,4 guesses,4,third,GGGGG,0.0,1,1
thong,crane,3 guesses,1,crane,BBBGB,-1.0,2315,54
thong,crane,3 guesses,2,gusto,YBBYY,4.480924770321409,54,1
thong,crane,3 guesses,3,thong,GGGGG,0.0,1,1
thorn,crane,2 guesses,1,crane,BYBYB,-1.0,2315,13
thorn,crane,2 guesses,2,thorn,GGGGG,3.3927474104487847,13,1
those,crane,4 guesses,1,crane,BBBBG,-1.0,2315,76
those,crane,4 guesses,2,guilt,BBBBY,4.934895277366996,76,5
those,crane,4 guesses,3,stoke,YYGBG,2.321928094887362,5,1
those,crane,4 guesses,4,those,GGGGG,0.0,1,1
three,crane,4 guesses,1,crane,BYBBY,-1.0,2315,143
three,crane,4 guesses,2,sever,BYBGY,4.260015006861911,143,5
three,crane,4 guesses,3,puree,BBGGG,2.321928094887362,5,1
three,crane,4 guesses,4,three,GGGGG,0.0,1,1
threw,crane,4 guesses,1,crane,BYBBY,-1.0,2315,143
threw,crane,4 guesses,2,sever,BBBGY,4.260015006861911,143,13
threw,crane,4 guesses,3,ruder,YBBGB,3.180832987205441,13,1
threw,crane,4 guesses,4,threw,GGGGG,0.0,1,1
throb,crane,3 guesses,1,crane,BYBBB,-1.0,2315,91
throb,crane,3 guesses,2,south,BYBYY,5.203287667886994,91,2
throb,crane,3 guesses,3,throb,GGGGG,1.0,2,1
throw,crane,4 guesses,1,crane,BYBBB,-1.0,2315,91
throw,crane,4 guesses,2,south,BYBYY,5.203287667886994,91,2
throw,crane,4 guesses,3,throb,GGGGB,1.0,2,1
throw,crane,4 guesses,4,throw,GGGGG,0.0,1,1
thrum,crane,3 guesses,1,crane,BYBBB,-1.0,2315,91
thrum,crane,3 guesses,2,south,BBYYY,5.203287667886994,91,1
thrum,crane,3 guesses,3,thrum,GGGGG,0.0,1,1
thumb,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
thumb,crane,4 guesses,2,spilt,BBBBY,5.519877237961287,263,12
thumb,crane,4 guesses,3,booty,YBBYB,3.418295834054489,12,1
thumb,crane,4 guesses,4,thumb,GGGGG,0.0,1,1
thump,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
thump,crane,4 guesses,2,spilt,BYBBY,5.519877237961287,263,4
thump,crane,4 guesses,3,photo,YGBYB,2.0,4,1
thump,crane,4 guesses,4,thump,GGGGG,0.0,1,1
thyme,crane,4 guesses,1,crane,BBBBG,-1.0,2315,76
thyme,crane,4 guesses,2,guilt,BBBBY,4.934895277366996,76,5
thyme,crane,4 guesses,3,stoke,BYBBG,2.321928094887362,5,1
thyme,crane,4 guesses,4,thyme,GGGGG,0.0,1,1
tiara,crane,4 guesses,1,crane,BYYBB,-1.0,2315,76
tiara,crane,4 guesses,2,lorry,BBBGB,4.36022985577874,76,4
tiara,crane,4 guesses,3,apart,YBGGY,2.0,4,1
tiara,crane,4 guesses,4,tiara,GGGGG,0.0,1,1
tibia,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
tibia,crane,4 guesses,2,pilot,BYBBY,4.938599566165265,143,3
tibia,crane,4 guesses,3,amity,YBYYB,1.5849625007211559,3,1
tibia,crane,4 guesses,4,tibia,GGGGG,0.0,1,1
tidal,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
tidal,crane,3 guesses,2,pilot,BGYBY,4.938599566165265,143,2
tidal,crane,3 guesses,3,tidal,GGGGG,1.0,2,1
tiger,crane,4 guesses,1,crane,BYBBY,-1.0,2315,143
tiger,crane,4 guesses,2,sever,BBBGG,4.260015006861911,143,34
tiger,crane,4 guesses,3,outer,BBYGG,2.8739810481273578,34,2
tiger,crane,4 guesses,4,tiger,GGGGG,1.0,2,1
tight,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
tight,crane,4 guesses,2,spilt,BBYBY,5.519877237961287,263,11
tight,crane,4 guesses,3,width,BGBYY,3.0957952550009344,11,1
tight,crane,4 guesses,4,tight,GGGGG,0.0,1,1
tilde,crane,4 guesses,1,crane,BBBBG,-1.0,2315,76
tilde,crane,4 guesses,2,guilt,BBYYY,4.934895277366996,76,2
tilde,crane,4 guesses,3,lithe,YGYBG,1.0,2,1
tilde,crane,4 guesses,4,tilde,GGGGG,0.0,1,1
timer,crane,5 guesses,1,crane,BYBBY,-1.0,2315,143
timer,crane,5 guesses,2,sever,BBBGG,4.260015006861911,143,34
timer,crane,5 guesses,3,outer,BBYGG,2.8739810481273578,34,2
timer,crane,5 guesses,4,tiger,GGBGG,1.0,2,1
timer,crane,5 guesses,5,timer,GGGGG,0.0,1,1
timid,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
timid,crane,4 guesses,2,spilt,BBYBY,5.519877237961287,263,11
timid,crane,4 guesses,3,width,BYYYB,3.0957952550009344,11,1
timid,crane,4 guesses,4,timid,GGGGG,0.0,1,1
tipsy,crane,3 guesses,1,crane,BBBBB,-1.0,2315,263
tipsy,crane,3 guesses,2,spilt,YYYBY,5.519877237961287,263,1
tipsy,crane,3 guesses,3,tipsy,GGGGG,0.0,1,1
titan,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
titan,crane,3 guesses,2,talon,YYBBG,4.358242691024846,50,1
titan,crane,3 guesses,3,titan,GGGGG,0.0,1,1
tithe,crane,3 guesses,1,crane,BBBBG,-1.0,2315,76
tithe,crane,3 guesses,2,guilt,BBYBY,4.934895277366996,76,1
tithe,crane,3 guesses,3,tithe,GGGGG,0.0,1,1
title,crane,3 guesses,1,crane,BBBBG,-1.0,2315,76
title,crane,3 guesses,2,guilt,BBYGY,4.934895277366996,76,1
title,crane,3 guesses,3,title,GGGGG,0.0,1,1
toast,crane,3 guesses,1,crane,BBGBB,-1.0,2315,40
toast,crane,3 guesses,2,shalt,YBGBY,4.425070520364182,40,1
toast,crane,3 guesses,3,toast,GGGGG,0.0,1,1
today,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
today,crane,4 guesses,2,pilot,BBBYY,4.938599566165265,143,3
today,crane,4 guesses,3,taboo,GYBYB,1.5849625007211559,3,1
today,crane,4 guesses,4,today,GGGGG,0.0,1,1
toddy,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
toddy,crane,4 guesses,2,spilt,BBBBY,5.519877237961287,263,12
toddy,crane,4 guesses,3,booty,BGBYG,3.418295834054489,12,1
toddy,crane,4 guesses,4,toddy,GGGGG,0.0,1,1
token,crane,4 guesses,1,crane,BBBYY,-1.0,2315,66
token,crane,4 guesses,2,solid,BGBBB,4.244592416871023,66,7
token,crane,4 guesses,3,women,BGBGG,2.2359263506290326,7,1
token,crane,4 guesses,4,token,GGGGG,0.0,1,1
tonal,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
tonal,crane,3 guesses,2,talon,GYYYY,4.358242691024846,50,1
tonal,crane,3 guesses,3,tonal,GGGGG,0.0,1,1
tonga,crane,3 guesses,1,crane,BBYYB,-1.0,2315,50
tonga,crane,3 guesses,2,talon,GYBYY,4.358242691024846,50,1
tonga,crane,3 guesses,3,tonga,GGGGG,0.0,1,1
tonic,crane,4 guesses,1,crane,YBBYB,-1.0,2315,22
tonic,crane,4 guesses,2,lunch,BBGYB,3.4085490968753076,22,5
tonic,crane,4 guesses,3,sonic,BGGGG,2.321928094887362,5,1
tonic,crane,4 guesses,4,tonic,GGGGG,0.0,1,1
tooth,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
tooth,crane,4 guesses,2,spilt,BBBBY,5.519877237961287,263,12
tooth,crane,4 guesses,3,booty,BGGYB,3.418295834054489,12,1
tooth,crane,4 guesses,4,tooth,GGGGG,0.0,1,1
topaz,crane,3 guesses,1,crane,BBYBB,-1.0,2315,143
topaz,crane,3 guesses,2,pilot,YBBYY,4.938599566165265,143,1
topaz,crane,3 guesses,3,topaz,GGGGG,0.0,1,1
topic,crane,3 guesses,1,crane,YBBBB,-1.0,2315,65
topic,crane,3 guesses,2,touch,GGBYB,4.78038233682537,65,2
topic,crane,3 guesses,3,topic,GGGGG,1.0,2,1
torch,crane,4 guesses,1,crane,YYBBB,-1.0,2315,11
torch,crane,4 guesses,2,scrub,BYGBB,2.8453509366224368,11,3
torch,crane,4 guesses,3,porch,BGGGG,1.5849625007211559,3,1
torch,crane,4 guesses,4,torch,GGGGG,0.0,1,1
torso,crane,4 guesses,1,crane,BYBBB,-1.0,2315,91
torso,crane,4 guesses,2,south,YYBYB,5.203287667886994,91,2
torso,crane,4 guesses,3,roost,YYBGY,1.0,2,1
torso,crane,4 guesses,4,torso,GGGGG,0.0,1,1
torus,crane,3 guesses,1,crane,BYBBB,-1.0,2315,91
torus,crane,3 guesses,2,south,YGYYB,5.203287667886994,91,1
torus,crane,3 guesses,3,torus,GGGGG,0.0,1,1
total,crane,4 guesses,1,crane,BBYBB,-1.0,2315,143
total,crane,4 guesses,2,pilot,BBYYY,4.938599566165265,143,2
total,crane,4 guesses,3,atoll,YYYBG,1.0,2,1
total,crane,4 guesses,4,total,GGGGG,0.0,1,1
totem,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
totem,crane,4 guesses,2,sleet,BBBGY,5.40417109232179,153,2
totem,crane,4 guesses,3,thief,YBBGB,1.0,2,1
totem,crane,4 guesses,4,totem,GGGGG,0.0,1,1
touch,crane,2 guesses,1,crane,YBBBB,-1.0,2315,65
touch,crane,2 guesses,2,touch,GGGGG,4.78038233682537,65,1
tough,crane,4 guesses,1,crane,BBBBB,-1.0,2315,263
tough,crane,4 guesses,2,spilt,BBBBY,5.519877237961287,263,12
tough,crane,4 guesses,3,booty,BGBYB,3.418295834054489,12,1
tough,crane,4 guesses,4,tough,GGGGG,0.0,1,1
towel,crane,4 guesses,1,crane,BBBBY,-1.0,2315,153
towel,crane,4 guesses,2,sleet,BYBGY,5.40417109232179,153,3
towel,crane,4 guesses,3,hotel,BGYGG,1.5849625007211559,3,1
towel,crane,4 guesses,4,towel,GGGGG,0.0,1,1
tower,crane,4 guesses,1,crane,BYBBY,-1.0,2315,143
tower,crane,4 guesses,2,sever,BBBGG,4.260015006861911,143,34
tower,crane,4 guesses,3,outer,YBYGG,2.8739810481273578,34,1
tower,crane,4 guesses,4,tower,GGGGG,0.0,1,1
toxic,crane,4 guesses,1,crane,YBBBB,-1.0,2315,65
toxic,crane,4 guesses,2,touch,GGBYB,4.78038233682537,65,2
toxic,crane,4 guesses,3,topic,GGBGG,1.0,2,1
toxic,crane,4 guesses,4,toxic,GGGGG,0.0,1,1
toxin,crane,3 guesses,1,crane,BBBYB,-1.0,2315,59
toxin,crane,3 guesses,2,pilot,BYBYY,4.590459473810524,59,1
toxin,crane,3 guesses,3,toxin,GGGGG,0.0,1,1
trace,crane,4 guesses,1,crane,YGGBG,-1.0,2315,3
trace,crane,4 guesses,2,brace,BGGGG,0.9182958340544893,3,2
trace,crane,4 guesses,3,grace,BGGGG,1.0,2,1
trace,crane,4 guesses,4,trace,GGGGG,0.0,1,1
track,crane,2 guesses,1,crane,YGGBB,-1.0,2315,4
track,crane,2 guesses,2,track,GGGGG,2.0,4,1
tract,crane,3 guesses,1,crane,YGGBB,-1.0,2315,4
tract,crane,3 guesses,2,track,YGGGB,2.0,4,1
tract,crane,3 guesses,3,tract,GGGGG,0.0,1,1
trade,crane,3 guesses,1,crane,BGGBG,-1.0,2315,12
trade,crane,3 guesses,2,grade,BGGGG,2.084962500721156,12,1
trade,crane,3 guesses,3,trade,GGGGG,0.0,1,1
trail,crane,2 guesses,1,crane,BGGBB,-1.0,2315,21
trail,crane,2 guesses,2,trail,GGGGG,2.7373227798185953,21,1
train,crane,5 guesses,1,crane,BGGYB,-1.0,2315,7
train,crane,5 guesses,2,drain,BGGGG,1.8423709931771088,7,3
train,crane,5 guesses,3,brain,BGGGG,0.9182958340544893,3,2
train,crane,5 guesses,4,grain,BGGGG,1.0,2,1
train,crane,5 guesses,5,train,GGGGG,0.0,1,1
trait,crane,3 guesses,1,crane,BGGBB,-1.0,2315,21
trait,crane,3 guesses,2,trail,YGGGB,2.7373227798185953,21,1
trait,crane,3 guesses,3,trait,GGGGG,0.0,1,1
tramp,crane,3 guesses,1,crane,BGGBB,-1.0,2315,21
tramp,crane,3 guesses,2,trail,GGGBB,2.7373227798185953,21,2
tramp,crane,3 guesses,3,tramp,GGGGG,1.0,2,1
trash,crane,4 guesses,1,crane,BGGBB,-1.0,2315,21
trash,crane,4 guesses,2,trail,GGGBB,2.7373227798185953,21,2
trash,crane,4 guesses,3,tramp,GGGBB,1.0,2,1
trash,crane,4 guesses,4,trash,GGGGG,0.0,1,1
trawl,crane,3 guesses,1,crane,BGGBB,-1.0,2315,21
trawl,crane,3 guesses,2,trail,GGGBG,2.7373227798185953,21,1
trawl,crane,3 guesses,3,trawl,GGGGG,0.0,1,1
tread,crane,2 guesses,1,crane,BGYBY,-1.0,2315,9
tread,crane,2 guesses,2,tread,GGGGG,2.197159723424149,9,1
treat,crane,4 guesses,1,crane,BGYBY,-1.0,2315,9
treat,crane,4 guesses,2,tread,YGGGB,2.197159723424149,9,2
treat,crane,4 guesses,3,great,BGGGY,1.0,2,1
treat,crane,4 guesses,4,treat,GGGGG,0.0,1,1
trend,crane,2 guesses,1,crane,BGBGY,-1.0,2315,1
trend,crane,2 guesses,2,trend,GGGGG,0.0,1,1
triad,crane,3 guesses,1,crane,BGYBB,-1.0,2315,6
triad,crane,3 guesses,2,broad,BGBGG,2.584962500721156,6,1
triad,crane,3 guesses,3,triad,GGGGG,0.0,1,1
trial,crane,3 guesses,1,crane,BGYBB,-1.0,2315,6
trial,crane,3 guesses,2,broad,BGBGB,2.584962500721156,6,1
trial,crane,3 guesses,3,trial,GGGGG,0.0,1,1
tribe,crane,3 guesses,1,crane,BGBBG,-1.0,2315,25
tribe,crane,3 guesses,2,tripe,GGGBG,3.3336606896881853,25,1
tribe,crane,3 guesses,3,tribe,GGGGG,0.0,1,1
trice,crane,3 guesses,1,crane,YGBBG,-1.0,2315,3
trice,crane,3 guesses,2,price,BGGGG,1.5849625007211559,3,1
trice,crane,3 guesses,3,trice,GGGGG,0.0,1,1
trick,crane,2 guesses,1,crane,YGBBB,-1.0,2315,7
trick,crane,2 guesses,2,trick,GGGGG,2.5216406363433186,7,1
tried,crane,4 guesses,1,crane,BGBBY,-1.0,2315,17
tried,crane,4 guesses,2,freed,BGBGG,3.6168746059562227,17,2
tried,crane,4 guesses,3,pried,BGGGG,1.0,2,1
tried,crane,4 guesses,4,tried,GGGGG,0.0,1,1
tripe,crane,2 guesses,1,crane,BGBBG,-1.0,2315,25
tripe,crane,2 guesses,2,tripe,GGGGG,3.3336606896881853,25,1
trite,crane,3 guesses,1,crane,BGBBG,-1.0,2315,25
trite,crane,3 guesses,2,tripe,YGGBG,3.3336606896881853,25,2
trite,crane,3 guesses,3,trite,GGGGG,1.0,2,1
troll,crane,4 guesses,1,crane,BGBBB,-1.0,2315,50
troll,crane,4 guesses,2,droit,BGGBY,4.08637013015618,50,4
troll,crane,4 guesses,3,broth,BGGYB,1.5,4,2
troll,crane,4 guesses,4,troll,GGGGG,1.0,2,1
troop,crane,3 guesses,1,crane,BGBBB,-1.0,2315,50
troop,crane,3 guesses,2,droit,BGYBY,4.08637013015618,50,1
troop,crane,3 guesses,3,troop,GGGGG,0.0,1,1
trope,crane,3 guesses,1,crane,BGBBG,-1.0,2315,25
trope,crane,3 guesses,2,tripe,GGBGG,3.3336606896881853,25,1
trope,crane,3 guesses,3,trope,GGGGG,0.0,1,1
trout,crane,5 guesses,1,crane,BGBBB,-1.0,2315,50
trout,crane,5 guesses,2,droit,BGGBY,4.08637013015618,50,4
trout,crane,5 guesses,3,broth,BGGYB,1.5,4,2
trout,crane,5 guesses,4,troll,YGGBB,1.0,2,1
trout,crane,5 guesses,5,trout,GGGGG,0.0,1,1
trove,crane,3 guesses,1,crane,BGBBG,-1.0,2315,25
trove,crane,3 guesses,2,tripe,GGBBG,3.3336606896881853,25,1
trove,crane,3 guesses,3,trove,GGGGG,0.0,1,1
truce,crane,3 guesses,1,crane,YGBBG,-1.0,2315,3
